,0,1,2,3,4,5,6,7,8,9,threshold
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148
35,0.0009980201721191406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148
40,0.0,0.0,0.0,0.000997781753540039,0.0010006427764892578,0.0,0.0,0.0,0.0,0.0,148
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148
50,0.0,0.0,0.0,0.0010018348693847656,0.0,0.0,0.0,0.0010006427764892578,0.0,0.0,148
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009980201721191406,0.0,0.0,148
60,0.0010006427764892578,0.0010008811950683594,0.0,0.0,0.0,0.0010221004486083984,0.0010159015655517578,0.0010035037994384766,0.0,0.0,148
65,0.0,0.0,0.0010027885437011719,0.0,0.0,0.0,0.0,0.0010001659393310547,0.0,0.0,148
70,0.0,0.0010106563568115234,0.0,0.001001119613647461,0.0,0.001001119613647461,0.0,0.001031637191772461,0.0,0.0,148
75,0.0010073184967041016,0.0010020732879638672,0.0010042190551757812,0.0,0.000995635986328125,0.0009958744049072266,0.0009920597076416016,0.0010101795196533203,0.000997781753540039,0.00099945068359375,148
80,0.0,0.0,0.0010042190551757812,0.0,0.0,0.0,0.0,0.0010106563568115234,0.0,0.0009818077087402344,148
85,0.0010004043579101562,0.0009987354278564453,0.0,0.0,0.0,0.0,0.0015106201171875,0.0010192394256591797,0.00099945068359375,0.0009980201721191406,148
90,0.0,0.0009999275207519531,0.0,0.0010025501251220703,0.0009999275207519531,0.0,0.0,0.0,0.0009899139404296875,0.0009951591491699219,148
95,0.0,0.0,0.0009865760803222656,0.0010042190551757812,0.0,0.0010008811950683594,0.0009944438934326172,0.0010004043579101562,0.001001596450805664,0.0,148
100,0.0010066032409667969,0.0010113716125488281,0.0010006427764892578,0.0010006427764892578,0.0009980201721191406,0.0,0.0009996891021728516,0.001004934310913086,0.0010008811950683594,0.0010061264038085938,148
105,0.0009675025939941406,0.0009899139404296875,0.0010085105895996094,0.0010073184967041016,0.0,0.0009710788726806641,0.0009868144989013672,0.0009903907775878906,0.0009925365447998047,0.0010113716125488281,148
110,0.0009937286376953125,0.0009903907775878906,0.0009930133819580078,0.0,0.0009930133819580078,0.0009984970092773438,0.0,0.0009996891021728516,0.0009984970092773438,0.0009984970092773438,148
115,0.001013040542602539,0.0010004043579101562,0.001003265380859375,0.0010001659393310547,0.0010192394256591797,0.0009891986846923828,0.0010001659393310547,0.0010285377502441406,0.000990152359008789,0.0009860992431640625,148
120,0.0010020732879638672,0.0010061264038085938,0.0009989738464355469,0.0019898414611816406,0.001005411148071289,0.000993490219116211,0.0010137557983398438,0.0009846687316894531,0.0010023117065429688,0.0009872913360595703,148
125,0.0009996891021728516,0.0009999275207519531,0.0009999275207519531,0.0009770393371582031,0.0010001659393310547,0.0009996891021728516,0.001018524169921875,0.0009984970092773438,0.001001119613647461,0.0010154247283935547,148
130,0.0020112991333007812,0.0010063648223876953,0.0010001659393310547,0.000985860824584961,0.0009996891021728516,0.0009999275207519531,0.001003265380859375,0.0009999275207519531,0.0019943714141845703,0.0009891986846923828,148
135,0.0009982585906982422,0.0009996891021728516,0.0010042190551757812,0.0009992122650146484,0.0009999275207519531,0.0019974708557128906,0.0009953975677490234,0.0009975433349609375,0.0010120868682861328,0.0009999275207519531,148
140,0.0019996166229248047,0.0009989738464355469,0.0010001659393310547,0.0010013580322265625,0.001003265380859375,0.0019834041595458984,0.0019991397857666016,0.0020127296447753906,0.002004384994506836,0.0009980201721191406,148
145,0.001984119415283203,0.001988649368286133,0.0020058155059814453,0.0010001659393310547,0.0019981861114501953,0.0009996891021728516,0.0010111331939697266,0.001001596450805664,0.0009884834289550781,0.0009868144989013672,148
150,0.0009868144989013672,0.0010056495666503906,0.0009987354278564453,0.0009970664978027344,0.0010023117065429688,0.0010006427764892578,0.0009980201721191406,0.000997304916381836,0.0009920597076416016,0.0009865760803222656,148
155,0.0009856224060058594,0.0009999275207519531,0.0009989738464355469,0.0010058879852294922,0.0010027885437011719,0.0010001659393310547,0.0010311603546142578,0.0010001659393310547,0.0009996891021728516,0.001001596450805664,148
160,0.0009982585906982422,0.0010066032409667969,0.0010004043579101562,0.0009882450103759766,0.0010037422180175781,0.0010001659393310547,0.0010008811950683594,0.0009996891021728516,0.0009984970092773438,0.0010042190551757812,148
165,0.0010035037994384766,0.0008974075317382812,0.0009860992431640625,0.0009982585906982422,0.0010063648223876953,0.0011172294616699219,0.0009937286376953125,0.0010013580322265625,0.0010151863098144531,0.0010046958923339844,148
170,0.0010972023010253906,0.0009868144989013672,0.0011157989501953125,0.001102447509765625,0.0009946823120117188,0.0009889602661132812,0.0011129379272460938,0.0009989738464355469,0.0008988380432128906,0.0010020732879638672,148
175,0.001001596450805664,0.002010345458984375,0.001020669937133789,0.0019321441650390625,0.0008935928344726562,0.0010013580322265625,0.0010104179382324219,0.0010080337524414062,0.0010006427764892578,0.0008883476257324219,148
180,0.001102447509765625,0.0010004043579101562,0.0010037422180175781,0.002010345458984375,0.0009984970092773438,0.0010006427764892578,0.0011107921600341797,0.001997232437133789,0.0020029544830322266,0.0009014606475830078,148
185,0.001008749008178711,0.0009222030639648438,0.0010004043579101562,0.0010111331939697266,0.0009970664978027344,0.001123189926147461,0.0009794235229492188,0.001119852066040039,0.0010082721710205078,0.0018877983093261719,148
190,0.0010094642639160156,0.0009720325469970703,0.001999378204345703,0.0020055770874023438,0.0009870529174804688,0.0020313262939453125,0.001999378204345703,0.0009031295776367188,0.0010676383972167969,0.0009887218475341797,148
195,0.0020949840545654297,0.002100706100463867,0.0010974407196044922,0.0009961128234863281,0.0010025501251220703,0.0010051727294921875,0.0020024776458740234,0.0009965896606445312,0.0010004043579101562,0.0010001659393310547,148
200,0.0019989013671875,0.001001596450805664,0.0019998550415039062,0.000985860824584961,0.002001523971557617,0.0009975433349609375,0.002013683319091797,0.0009932518005371094,0.001893758773803711,0.0019991397857666016,148
205,0.0009996891021728516,0.0009980201721191406,0.001989603042602539,0.002004861831665039,0.002002716064453125,0.0009999275207519531,0.002014636993408203,0.0019996166229248047,0.0009999275207519531,0.0009970664978027344,148
210,0.0009987354278564453,0.0020008087158203125,0.0019381046295166016,0.002002716064453125,0.0010197162628173828,0.0020024776458740234,0.0020329952239990234,0.0019941329956054688,0.0009989738464355469,0.00205230712890625,148
215,0.002001523971557617,0.0019969940185546875,0.0020494461059570312,0.001110076904296875,0.001033782958984375,0.001995086669921875,0.0009975433349609375,0.0009999275207519531,0.0025217533111572266,0.0010135173797607422,148
220,0.0010020732879638672,0.0009989738464355469,0.0019872188568115234,0.0019998550415039062,0.001984834671020508,0.001985788345336914,0.001997232437133789,0.001996755599975586,0.001997709274291992,0.0020134449005126953,148
225,0.0010006427764892578,0.002061128616333008,0.001992940902709961,0.0020003318786621094,0.002001047134399414,0.001997232437133789,0.0020132064819335938,0.002000093460083008,0.0020470619201660156,0.004000663757324219,148
230,0.003000020980834961,0.0019996166229248047,0.001986265182495117,0.002103090286254883,0.0019991397857666016,0.0019211769104003906,0.002000093460083008,0.0019986629486083984,0.001995086669921875,0.0010120868682861328,148
235,0.002000093460083008,0.0020067691802978516,0.0019960403442382812,0.001999378204345703,0.00206756591796875,0.0020155906677246094,0.001998424530029297,0.0019903182983398438,0.0010142326354980469,0.002002239227294922,148
240,0.002002716064453125,0.0030214786529541016,0.0019996166229248047,0.002000093460083008,0.0020062923431396484,0.0020024776458740234,0.002125978469848633,0.0019948482513427734,0.0020127296447753906,0.001994609832763672,148
245,0.002000093460083008,0.002951383590698242,0.002004384994506836,0.001999378204345703,0.0019965171813964844,0.0029959678649902344,0.0019872188568115234,0.002981424331665039,0.002007007598876953,0.0030002593994140625,148
250,0.002111673355102539,0.0019991397857666016,0.002007007598876953,0.0019998550415039062,0.0019040107727050781,0.002994060516357422,0.002099752426147461,0.002000570297241211,0.0030181407928466797,0.0019996166229248047,148
