,0,1,2,3,4,5,6,7,8,9,threshold
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
20,0.0,0.0,0.0,0.00099945068359375,0.0,0.0,0.0,0.0,0.0,0.0,20
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
30,0.0009989738464355469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009963512420654297,20
35,0.0,0.0,0.0,0.0010190010070800781,0.0,0.0,0.0,0.0,0.0,0.0,20
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
45,0.0,0.0,0.0009808540344238281,0.0,0.0,0.00099945068359375,0.0,0.0,0.0009999275207519531,0.0009989738464355469,20
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
55,0.0,0.0009996891021728516,0.0,0.0,0.0010020732879638672,0.0009996891021728516,0.0,0.0,0.0,0.0,20
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010218620300292969,0.0,0.0,20
65,0.0,0.0,0.0,0.0,0.0010073184967041016,0.0,0.0,0.0,0.0,0.0,20
70,0.0,0.0009844303131103516,0.0,0.0,0.0,0.0,0.0,0.001001119613647461,0.0,0.0,20
75,0.0,0.0,0.0009887218475341797,0.0,0.0,0.001018524169921875,0.0009989738464355469,0.0,0.0,0.0,20
80,0.0,0.0,0.0,0.0,0.00099945068359375,0.0,0.0,0.0,0.0,0.0,20
85,0.0,0.0,0.0,0.0,0.0010213851928710938,0.0,0.0,0.0010013580322265625,0.0,0.0,20
90,0.0009567737579345703,0.0,0.0,0.0010335445404052734,0.0009851455688476562,0.0,0.0,0.0,0.0009999275207519531,0.0,20
95,0.00110626220703125,0.0008966922760009766,0.0,0.0,0.0,0.0,0.0,0.0,0.001127004623413086,0.0,20
100,0.0,0.0,0.0010046958923339844,0.0,0.0,0.0009992122650146484,0.0,0.0,0.0009992122650146484,0.0,20
105,0.0,0.0,0.0010135173797607422,0.0009996891021728516,0.0009996891021728516,0.0010006427764892578,0.0009882450103759766,0.0,0.0,0.0010554790496826172,20
110,0.0009999275207519531,0.0009996891021728516,0.0,0.0010001659393310547,0.0009586811065673828,0.0,0.0,0.0,0.0,0.0,20
115,0.0,0.0,0.0,0.0,0.0009965896606445312,0.0,0.0,0.0009989738464355469,0.0,0.0009982585906982422,20
120,0.0,0.0,0.0008933544158935547,0.0008890628814697266,0.0010752677917480469,0.0,0.0010042190551757812,0.0009832382202148438,0.0,0.0,20
125,0.0011143684387207031,0.0011067390441894531,0.0,0.0,0.0009992122650146484,0.0,0.0,0.0,0.0,0.0,20
130,0.0008974075317382812,0.0010020732879638672,0.0,0.0010428428649902344,0.0,0.0,0.0010023117065429688,0.0010111331939697266,0.0,0.0010826587677001953,20
135,0.0,0.0009996891021728516,0.0009953975677490234,0.0010020732879638672,0.0,0.0,0.0,0.0,0.0,0.0009982585906982422,20
140,0.0009882450103759766,0.0,0.0010001659393310547,0.0009999275207519531,0.0009989738464355469,0.0011074542999267578,0.0,0.0019915103912353516,0.001004934310913086,0.0009975433349609375,20
145,0.0010025501251220703,0.0009999275207519531,0.0,0.00099945068359375,0.0010035037994384766,0.0010294914245605469,0.0010042190551757812,0.0,0.0009951591491699219,0.0,20
150,0.0010104179382324219,0.0,0.0,0.0009839534759521484,0.0,0.00099945068359375,0.0009987354278564453,0.0,0.0009970664978027344,0.0010104179382324219,20
155,0.0009992122650146484,0.00099945068359375,0.0,0.0009970664978027344,0.0,0.0010004043579101562,0.0,0.0009992122650146484,0.0,0.0010020732879638672,20
