,0,1,2,3,4,5,6,7,8,9
355,0.008998870849609375,0.009002447128295898,0.009000062942504883,0.00900411605834961,0.009998083114624023,0.008104324340820312,0.009008646011352539,0.008999109268188477,0.00899815559387207,0.008513450622558594
360,0.008887529373168945,0.008008241653442383,0.007999897003173828,0.009000062942504883,0.008997917175292969,0.007999658584594727,0.009000062942504883,0.0095062255859375,0.009006023406982422,0.010000944137573242
365,0.00990915298461914,0.008999347686767578,0.010002374649047852,0.008921623229980469,0.008886098861694336,0.009760141372680664,0.009531974792480469,0.010517358779907227,0.009007692337036133,0.010997772216796875
370,0.009986162185668945,0.009996414184570312,0.008994579315185547,0.010007619857788086,0.008986234664916992,0.008995771408081055,0.00999903678894043,0.009007692337036133,0.009544610977172852,0.009116649627685547
375,0.009896278381347656,0.010007143020629883,0.009999513626098633,0.00999760627746582,0.010520458221435547,0.009999275207519531,0.009987831115722656,0.010011911392211914,0.009999990463256836,0.010260820388793945
380,0.01088404655456543,0.009897947311401367,0.010008573532104492,0.010183095932006836,0.00999903678894043,0.009903192520141602,0.009998559951782227,0.009999513626098633,0.010251760482788086,0.009999990463256836
385,0.010512351989746094,0.01100778579711914,0.011118173599243164,0.010976791381835938,0.009999513626098633,0.011107683181762695,0.010892152786254883,0.010977983474731445,0.010007143020629883,0.011013031005859375
390,0.01092076301574707,0.011008024215698242,0.00999903678894043,0.010116815567016602,0.010000467300415039,0.010077238082885742,0.010999917984008789,0.010085105895996094,0.011118412017822266,0.009982109069824219
395,0.010967254638671875,0.010786771774291992,0.012057304382324219,0.012005805969238281,0.010949850082397461,0.011110782623291016,0.011003255844116211,0.011891365051269531,0.011040210723876953,0.010994195938110352
400,0.011747360229492188,0.01100301742553711,0.010961771011352539,0.010962963104248047,0.011036396026611328,0.011999368667602539,0.011996984481811523,0.010998964309692383,0.012064933776855469,0.01098775863647461
405,0.012095212936401367,0.011998414993286133,0.010953187942504883,0.01200723648071289,0.011887550354003906,0.011999845504760742,0.012521505355834961,0.012010574340820312,0.011419296264648438,0.012001991271972656
410,0.013010501861572266,0.012000322341918945,0.011998891830444336,0.012012481689453125,0.012127876281738281,0.011990547180175781,0.011999130249023438,0.011685609817504883,0.012003660202026367,0.011998891830444336
415,0.011961221694946289,0.011886358261108398,0.01252126693725586,0.013008356094360352,0.01400899887084961,0.011999130249023438,0.013000726699829102,0.012999534606933594,0.011993646621704102,0.01199793815612793
420,0.011906623840332031,0.013015985488891602,0.012880086898803711,0.01286935806274414,0.012100696563720703,0.012099504470825195,0.012133359909057617,0.012505292892456055,0.0115203857421875,0.01199960708618164
425,0.012996912002563477,0.012989521026611328,0.012747049331665039,0.013000011444091797,0.012999773025512695,0.012902259826660156,0.013993501663208008,0.013111114501953125,0.011998414993286133,0.013108253479003906
430,0.014007091522216797,0.012995481491088867,0.013525009155273438,0.013018608093261719,0.012999296188354492,0.014002323150634766,0.013008832931518555,0.013018369674682617,0.013000965118408203,0.014034032821655273
435,0.013001203536987305,0.013113021850585938,0.013003110885620117,0.013849496841430664,0.01307225227355957,0.012999773025512695,0.014008522033691406,0.014008283615112305,0.013233184814453125,0.012886524200439453
440,0.013995170593261719,0.014005661010742188,0.013989686965942383,0.01399993896484375,0.012999296188354492,0.01391744613647461,0.013109683990478516,0.013006925582885742,0.01310276985168457,0.014003992080688477
445,0.0150146484375,0.014002084732055664,0.013999223709106445,0.014939308166503906,0.014013290405273438,0.013638734817504883,0.014000654220581055,0.01393580436706543,0.014990091323852539,0.013653993606567383
450,0.013999700546264648,0.013851642608642578,0.014527559280395508,0.013514518737792969,0.014987707138061523,0.015413045883178711,0.015001058578491211,0.014610528945922852,0.014981508255004883,0.015124082565307617
455,0.014997720718383789,0.014892339706420898,0.01398158073425293,0.014008522033691406,0.014983177185058594,0.014998912811279297,0.013996362686157227,0.015116214752197266,0.01590895652770996,0.014881134033203125
460,0.014937162399291992,0.015013694763183594,0.015999555587768555,0.014997243881225586,0.01589059829711914,0.01524496078491211,0.015007257461547852,0.015010356903076172,0.01500701904296875,0.014995574951171875
465,0.01500558853149414,0.014938592910766602,0.0160677433013916,0.016173839569091797,0.015513420104980469,0.016106605529785156,0.016000032424926758,0.015494346618652344,0.015113592147827148,0.016000032424926758
470,0.016109228134155273,0.016008615493774414,0.014985799789428711,0.015621662139892578,0.015000104904174805,0.015002012252807617,0.016022920608520508,0.01598644256591797,0.016626834869384766,0.01598644256591797
475,0.01598644256591797,0.01600503921508789,0.01458740234375,0.015052080154418945,0.01688861846923828,0.016013383865356445,0.01600956916809082,0.016007184982299805,0.015546321868896484,0.01606893539428711
480,0.015962839126586914,0.015710115432739258,0.01651453971862793,0.0171051025390625,0.015054702758789062,0.01598358154296875,0.015996694564819336,0.016005992889404297,0.016101598739624023,0.01604938507080078
485,0.016532421112060547,0.017008066177368164,0.01611042022705078,0.0168607234954834,0.01699995994567871,0.016899585723876953,0.016645431518554688,0.016000032424926758,0.01705455780029297,0.01662611961364746
490,0.0168917179107666,0.015987873077392578,0.016988277435302734,0.017132282257080078,0.016999006271362305,0.01699662208557129,0.01600050926208496,0.016000032424926758,0.015992403030395508,0.01700282096862793
495,0.017998933792114258,0.017011642456054688,0.018006324768066406,0.017513275146484375,0.01658344268798828,0.017403125762939453,0.017514705657958984,0.018007755279541016,0.01702570915222168,0.01706695556640625
500,0.017012596130371094,0.017626047134399414,0.017998456954956055,0.018090009689331055,0.017999649047851562,0.018007755279541016,0.016947269439697266,0.01699972152709961,0.016983985900878906,0.017530202865600586
