,0,1,2,3,4,5,6,7,8,9,threshold
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010018348693847656,120
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120
30,0.0,0.0,0.0,0.0,0.0,0.0009968280792236328,0.0,0.001001596450805664,0.0,0.0,120
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120
40,0.00099945068359375,0.0010004043579101562,0.0,0.0,0.0,0.0,0.0009989738464355469,0.00099945068359375,0.00099945068359375,0.0,120
45,0.0,0.0005083084106445312,0.001010894775390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0009968280792236328,120
50,0.0,0.0009982585906982422,0.0,0.0009951591491699219,0.0,0.0,0.0,0.0,0.0,0.0009999275207519531,120
55,0.0,0.0,0.0,0.0,0.0,0.0009999275207519531,0.0,0.0,0.0010001659393310547,0.0,120
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0010020732879638672,0.0010006427764892578,0.0,0.0,120
65,0.0,0.0,0.0010030269622802734,0.0009989738464355469,0.0,0.0,0.0,0.0,0.0,0.0009946823120117188,120
70,0.0,0.0010037422180175781,0.0009984970092773438,0.0,0.0009913444519042969,0.0,0.0,0.0009801387786865234,0.0,0.0010025501251220703,120
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009925365447998047,0.0,0.0,120
80,0.0,0.0009911060333251953,0.001009225845336914,0.0010209083557128906,0.0010020732879638672,0.0,0.0010001659393310547,0.0,0.0009992122650146484,0.0,120
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120
90,0.0009999275207519531,0.0,0.0010018348693847656,0.0,0.0,0.0010013580322265625,0.0009965896606445312,0.0009975433349609375,0.0009992122650146484,0.0010044574737548828,120
95,0.0,0.001001119613647461,0.0010008811950683594,0.0009987354278564453,0.0010149478912353516,0.0011212825775146484,0.0,0.0,0.0,0.001001596450805664,120
100,0.0,0.000997304916381836,0.0,0.0,0.0009975433349609375,0.0,0.0009984970092773438,0.0009987354278564453,0.0010223388671875,0.0009999275207519531,120
105,0.001010894775390625,0.0009989738464355469,0.0,0.0009920597076416016,0.0009992122650146484,0.00099945068359375,0.0,0.0010006427764892578,0.0,0.0,120
110,0.00099945068359375,0.00099945068359375,0.0009970664978027344,0.00098419189453125,0.001001596450805664,0.0010004043579101562,0.0009987354278564453,0.0,0.0009989738464355469,0.0009837150573730469,120
115,0.0009970664978027344,0.0009980201721191406,0.000993967056274414,0.0009996891021728516,0.0010275840759277344,0.0009975433349609375,0.0010004043579101562,0.0009715557098388672,0.0,0.0010540485382080078,120
120,0.0009944438934326172,0.0010030269622802734,0.0009953975677490234,0.0009927749633789062,0.0009980201721191406,0.0009987354278564453,0.0009946823120117188,0.001001119613647461,0.0010221004486083984,0.0010004043579101562,120
125,0.0,0.0,0.0009965896606445312,0.0,0.0,0.00099945068359375,0.0,0.0,0.0010082721710205078,0.0009989738464355469,120
130,0.0009996891021728516,0.0010101795196533203,0.0009963512420654297,0.0,0.0010139942169189453,0.0,0.001001596450805664,0.0009789466857910156,0.0009989738464355469,0.0010008811950683594,120
135,0.001004934310913086,0.0,0.0010018348693847656,0.0010023117065429688,0.0009975433349609375,0.0010006427764892578,0.0,0.0,0.0,0.0010006427764892578,120
140,0.0010135173797607422,0.0009984970092773438,0.0010004043579101562,0.0010004043579101562,0.0010042190551757812,0.0020008087158203125,0.0010030269622802734,0.0009987354278564453,0.0010004043579101562,0.0010039806365966797,120
145,0.001001596450805664,0.0009958744049072266,0.0010020732879638672,0.0010001659393310547,0.0010004043579101562,0.0010006427764892578,0.0,0.0,0.0,0.0009992122650146484,120
150,0.0010001659393310547,0.0010159015655517578,0.0009975433349609375,0.0009860992431640625,0.0010004043579101562,0.000988006591796875,0.0010001659393310547,0.0009975433349609375,0.0010123252868652344,0.0,120
155,0.0009992122650146484,0.0009980201721191406,0.0009958744049072266,0.0010178089141845703,0.0009984970092773438,0.0010006427764892578,0.0010006427764892578,0.0009999275207519531,0.00099945068359375,0.0010099411010742188,120
160,0.0009903907775878906,0.002025127410888672,0.0009982585906982422,0.0010001659393310547,0.001013040542602539,0.0009911060333251953,0.0010104179382324219,0.001005411148071289,0.0010001659393310547,0.0010111331939697266,120
165,0.00099945068359375,0.0009992122650146484,0.0009984970092773438,0.0009999275207519531,0.0020186901092529297,0.0010099411010742188,0.0009951591491699219,0.0010004043579101562,0.0009865760803222656,0.0019996166229248047,120
170,0.0020024776458740234,0.0010075569152832031,0.0010113716125488281,0.0010020732879638672,0.0010623931884765625,0.001981973648071289,0.0009989738464355469,0.0010154247283935547,0.0019989013671875,0.0010073184967041016,120
175,0.002000093460083008,0.0009996891021728516,0.0010035037994384766,0.0009989738464355469,0.0010020732879638672,0.001997709274291992,0.0010004043579101562,0.001012563705444336,0.0009720325469970703,0.001007080078125,120
180,0.0009906291961669922,0.001506805419921875,0.0010008811950683594,0.0010118484497070312,0.0009868144989013672,0.0009980201721191406,0.0009980201721191406,0.000988006591796875,0.001997709274291992,0.0019919872283935547,120
185,0.001005411148071289,0.0009987354278564453,0.0010082721710205078,0.0010044574737548828,0.0010023117065429688,0.001994609832763672,0.0009927749633789062,0.0009891986846923828,0.0010001659393310547,0.0009984970092773438,120
190,0.0010006427764892578,0.0009915828704833984,0.0009918212890625,0.001999378204345703,0.0020055770874023438,0.0010151863098144531,0.0019991397857666016,0.0019500255584716797,0.0010061264038085938,0.001996755599975586,120
195,0.002111196517944336,0.002000093460083008,0.0011086463928222656,0.0011119842529296875,0.0009999275207519531,0.0009028911590576172,0.0009999275207519531,0.0020003318786621094,0.0010530948638916016,0.0011086463928222656,120
200,0.0020089149475097656,0.0011162757873535156,0.0019953250885009766,0.0009975433349609375,0.0020008087158203125,0.001992940902709961,0.0019903182983398438,0.0010154247283935547,0.0020020008087158203,0.00099945068359375,120
205,0.001999378204345703,0.0020084381103515625,0.0020012855529785156,0.0019915103912353516,0.0009953975677490234,0.0019185543060302734,0.0010800361633300781,0.0020093917846679688,0.0009999275207519531,0.0009975433349609375,120
210,0.0019996166229248047,0.0021162033081054688,0.0020568370819091797,0.0009660720825195312,0.0020029544830322266,0.001999378204345703,0.001997709274291992,0.00107574462890625,0.0029878616333007812,0.002032756805419922,120
