,0,1,2,3,4,5,6,7,8,9,threshold
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56
15,0.0010025501251220703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001001119613647461,0.0,56
35,0.0,0.0,0.0,0.0009772777557373047,0.0,0.0,0.0,0.0,0.0,0.0,56
40,0.0,0.0,0.0010035037994384766,0.0,0.0,0.0010936260223388672,0.0,0.0,0.0,0.0009958744049072266,56
45,0.00099945068359375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009942054748535156,0.0,56
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0010044574737548828,0.0,0.0,0.0,56
55,0.0,0.000995635986328125,0.0,0.0,0.0,0.0009984970092773438,0.0,0.0,0.0010123252868652344,0.0,56
60,0.0009992122650146484,0.0,0.0,0.0,0.0,0.0,0.0,0.0009982585906982422,0.0,0.0,56
65,0.0,0.0,0.0,0.0010113716125488281,0.0,0.0,0.0,0.0,0.0,0.0,56
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56
75,0.0,0.0,0.0010156631469726562,0.0010118484497070312,0.0,0.001010894775390625,0.000997781753540039,0.0,0.0,0.0,56
80,0.0,0.0,0.0009746551513671875,0.0,0.0,0.0,0.0,0.0010001659393310547,0.0009963512420654297,0.0,56
85,0.0010042190551757812,0.0,0.0,0.0009982585906982422,0.0,0.0,0.0,0.0009856224060058594,0.0,0.001012563705444336,56
90,0.0009996891021728516,0.0,0.0,0.0009989738464355469,0.0009999275207519531,0.0,0.0,0.0,0.0,0.0,56
95,0.0,0.0,0.0009872913360595703,0.0,0.00098419189453125,0.0,0.0,0.0009913444519042969,0.0009989738464355469,0.0,56
100,0.0,0.0,0.0010013580322265625,0.0,0.0,0.0010080337524414062,0.0,0.0,0.0009984970092773438,0.0,56
105,0.0010161399841308594,0.0009992122650146484,0.0,0.0,0.0009996891021728516,0.0,0.0,0.0010001659393310547,0.0009877681732177734,0.00099945068359375,56
110,0.0,0.0,0.0009999275207519531,0.0,0.0,0.0,0.0,0.0,0.0009951591491699219,0.0010042190551757812,56
115,0.0,0.0009856224060058594,0.0010001659393310547,0.0,0.0009987354278564453,0.0010001659393310547,0.000995635986328125,0.0010335445404052734,0.0,0.0,56
120,0.0010058879852294922,0.0,0.0009837150573730469,0.0,0.0010008811950683594,0.0,0.0,0.0,0.0,0.0,56
125,0.0010006427764892578,0.0009980201721191406,0.0,0.0,0.0,0.0010139942169189453,0.0,0.0,0.0,0.0,56
130,0.001010894775390625,0.0009992122650146484,0.0,0.0009989738464355469,0.0,0.0010001659393310547,0.0,0.0009970664978027344,0.0010035037994384766,0.0010013580322265625,56
